Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Total_Sales,Order_Date_Year,Order_Date_Month,Order_Date_Day,Revenue_Category,Age_Group,Purchase_Month_Name,Order_Day_Of_Week,Customer_Sales_Category
Ord100154,2025-10-26,Cust3887,Customer_371,56,Female,Mumbai,Laptop,Electronics,4,42299.16,169196.64,2025,10,26,High_Revenue,Senior,October,Sunday,Medium_Spender
Ord100155,2025-03-18,Cust5211,Customer_215,53,Female,Patna,Book,Education,5,38233.51,191167.55,2025,3,18,High_Revenue,Adult,March,Tuesday,High_Spender
Ord100156,2025-07-22,Cust2236,Customer_173,64,Male,Pune,Mobile,Electronics,4,6502.53,26010.12,2025,7,22,Low_Revenue,Senior,July,Tuesday,Low_Spender
Ord100157,2025-03-11,Cust5375,Customer_265,60,Male,Bengaluru,Book,Education,2,18293.96,36587.92,2025,3,11,Low_Revenue,Senior,March,Tuesday,Low_Spender
Ord100158,2025-08-31,Cust4137,Customer_221,36,Male,Gaya,Mobile,Electronics,2,40810.01,81620.02,2025,8,31,Medium_Revenue,Adult,August,Sunday,High_Spender
Ord100159,2025-02-16,Cust5113,Customer_271,30,Female,Kolkata,Mobile,Electronics,7,28469.0,199283.0,2025,2,16,High_Revenue,Young Adult,February,Sunday,High_Spender
Ord100160,2025-09-20,Cust7263,Customer_120,55,Male,Hyderabad,Chair,Furniture,10,1085.13,10851.3,2025,9,20,Low_Revenue,Adult,September,Saturday,Low_Spender
Ord100161,2025-10-22,Cust2562,Customer_280,65,Male,Bengaluru,Rice,Grocery,3,145.78,437.34,2025,10,22,Low_Revenue,Senior,October,Wednesday,Low_Spender
Ord100162,2025-06-03,Cust9297,Customer_488,27,Female,Kolkata,Mobile,Electronics,9,22636.01,203724.09,2025,6,3,High_Revenue,Young Adult,June,Tuesday,High_Spender
Ord100163,2025-11-04,Cust2295,Customer_319,57,Male,Mumbai,Book,Education,6,39830.65,238983.9,2025,11,4,High_Revenue,Senior,November,Tuesday,High_Spender
Ord100164,2025-01-07,Cust3839,Customer_274,61,Male,Bengaluru,Mobile,Electronics,10,41054.72,410547.2,2025,1,7,High_Revenue,Senior,January,Tuesday,High_Spender
Ord100165,2026-01-01,Cust8010,Customer_187,41,Female,Hyderabad,Rice,Grocery,4,35300.11,141200.44,2026,1,1,Medium_Revenue,Adult,January,Thursday,Medium_Spender
Ord100166,2025-10-20,Cust9008,Customer_279,54,Female,Hyderabad,Book,Education,5,25053.25,125266.25,2025,10,20,Medium_Revenue,Adult,October,Monday,Medium_Spender
Ord100167,2025-09-04,Cust3714,Customer_295,37,Female,Patna,Rice,Grocery,7,23674.97,165724.79,2025,9,4,High_Revenue,Adult,September,Thursday,Medium_Spender
Ord100168,2025-03-03,Cust5036,Customer_468,32,Male,Patna,Chair,Furniture,8,37436.26,299490.08,2025,3,3,High_Revenue,Young Adult,March,Monday,High_Spender
Ord100169,2025-08-06,Cust1479,Customer_375,35,Female,Bengaluru,Chair,Furniture,10,31730.57,317305.7,2025,8,6,High_Revenue,Young Adult,August,Wednesday,High_Spender
Ord100170,2025-04-04,Cust9875,Customer_6,49,Male,Bengaluru,Laptop,Electronics,4,30139.27,120557.08,2025,4,4,Medium_Revenue,Adult,April,Friday,Medium_Spender
Ord100171,2025-01-20,Cust3522,Customer_67,24,Male,Bengaluru,Chair,Furniture,3,10289.67,30869.01,2025,1,20,Low_Revenue,Young Adult,January,Monday,Low_Spender
Ord100172,2025-05-10,Cust4062,Customer_23,56,Female,Mumbai,Chair,Furniture,1,8906.18,8906.18,2025,5,10,Low_Revenue,Senior,May,Saturday,Low_Spender
Ord100173,2025-01-26,Cust4009,Customer_273,18,Male,Hyderabad,Rice,Grocery,2,21856.64,43713.28,2025,1,26,Low_Revenue,Youth,January,Sunday,Low_Spender
Ord100174,2025-04-08,Cust4685,Customer_22,35,Male,Gaya,Rice,Grocery,9,26781.39,241032.51,2025,4,8,High_Revenue,Young Adult,April,Tuesday,High_Spender
Ord100175,2025-06-07,Cust3564,Customer_267,41,Male,Patna,Rice,Grocery,9,49390.42,444513.78,2025,6,7,High_Revenue,Adult,June,Saturday,High_Spender
Ord100176,2025-01-11,Cust8722,Customer_475,21,Male,Mumbai,Laptop,Electronics,9,21792.76,196134.84,2025,1,11,High_Revenue,Young Adult,January,Saturday,High_Spender
Ord100177,2025-06-04,Cust3602,Customer_295,54,Male,Pune,Mobile,Electronics,4,16850.46,67401.84,2025,6,4,Medium_Revenue,Adult,June,Wednesday,Low_Spender
Ord100178,2025-06-21,Cust9812,Customer_333,20,Female,Pune,Mobile,Electronics,2,14098.13,28196.26,2025,6,21,Low_Revenue,Young Adult,June,Saturday,Low_Spender
Ord100179,2025-07-01,Cust4747,Customer_193,44,Male,Gaya,Mobile,Electronics,3,34033.11,102099.33,2025,7,1,Medium_Revenue,Adult,July,Tuesday,Medium_Spender
Ord100180,2025-03-05,Cust1766,Customer_319,27,Male,Kolkata,Laptop,Electronics,5,1423.81,7119.05,2025,3,5,Low_Revenue,Young Adult,March,Wednesday,Low_Spender
Ord100181,2025-10-31,Cust3366,Customer_363,55,Male,Delhi,Rice,Grocery,8,29735.57,237884.56,2025,10,31,High_Revenue,Adult,October,Friday,High_Spender
Ord100182,2025-01-26,Cust1215,Customer_19,35,Male,Gaya,Chair,Furniture,7,1481.0,10367.0,2025,1,26,Low_Revenue,Young Adult,January,Sunday,Low_Spender
Ord100183,2025-11-14,Cust3508,Customer_163,60,Female,Pune,Laptop,Electronics,8,23129.36,185034.88,2025,11,14,High_Revenue,Senior,November,Friday,High_Spender
Ord100184,2025-10-24,Cust5988,Customer_266,43,Male,Kolkata,Chair,Furniture,2,44336.38,88672.76,2025,10,24,Medium_Revenue,Adult,October,Friday,Medium_Spender
Ord100185,2025-01-15,Cust3662,Customer_223,34,Female,Hyderabad,Laptop,Electronics,5,2983.97,14919.85,2025,1,15,Low_Revenue,Young Adult,January,Wednesday,Low_Spender
Ord100186,2025-03-08,Cust3397,Customer_101,44,Male,Gaya,Chair,Furniture,3,8820.55,26461.65,2025,3,8,Low_Revenue,Adult,March,Saturday,Low_Spender
Ord100187,2025-05-13,Cust4777,Customer_233,60,Female,Gaya,Laptop,Electronics,1,21001.73,21001.73,2025,5,13,Low_Revenue,Senior,May,Tuesday,Low_Spender
Ord100188,2025-04-27,Cust9059,Customer_288,33,Male,Delhi,Laptop,Electronics,9,16767.5,150907.5,2025,4,27,Medium_Revenue,Young Adult,April,Sunday,Medium_Spender
Ord100189,2025-06-26,Cust5600,Customer_176,27,Male,Bengaluru,Rice,Grocery,3,47959.38,143878.14,2025,6,26,Medium_Revenue,Young Adult,June,Thursday,Medium_Spender
Ord100190,2025-09-08,Cust7574,Customer_66,43,Female,Delhi,Chair,Furniture,5,7642.84,38214.2,2025,9,8,Low_Revenue,Adult,September,Monday,Low_Spender
Ord100191,2025-11-27,Cust1436,Customer_144,60,Female,Delhi,Laptop,Electronics,10,1959.05,19590.5,2025,11,27,Low_Revenue,Senior,November,Thursday,Low_Spender
Ord100192,2025-02-26,Cust3625,Customer_382,55,Female,Kolkata,Mobile,Electronics,4,26460.39,105841.56,2025,2,26,Medium_Revenue,Adult,February,Wednesday,Medium_Spender
Ord100193,2025-06-05,Cust5168,Customer_295,25,Male,Hyderabad,Laptop,Electronics,6,9132.85,54797.1,2025,6,5,Low_Revenue,Young Adult,June,Thursday,Low_Spender
Ord100194,2025-06-13,Cust6821,Customer_73,24,Male,Pune,Book,Education,8,34260.45,274083.6,2025,6,13,High_Revenue,Young Adult,June,Friday,High_Spender
Ord100195,2025-08-06,Cust6228,Customer_466,41,Female,Pune,Book,Education,4,22321.8,89287.2,2025,8,6,Medium_Revenue,Adult,August,Wednesday,Medium_Spender
Ord100196,2025-11-19,Cust3002,Customer_57,61,Male,Mumbai,Book,Education,8,27492.16,219937.28,2025,11,19,High_Revenue,Senior,November,Wednesday,High_Spender
Ord100197,2025-10-26,Cust3685,Customer_94,23,Female,Delhi,Chair,Furniture,1,35489.21,35489.21,2025,10,26,Low_Revenue,Young Adult,October,Sunday,Low_Spender
Ord100198,2025-02-08,Cust3417,Customer_102,36,Male,Patna,Laptop,Electronics,8,31510.55,252084.4,2025,2,8,High_Revenue,Adult,February,Saturday,High_Spender
Ord100199,2025-01-04,Cust7187,Customer_149,38,Male,Patna,Mobile,Electronics,1,16633.85,16633.85,2025,1,4,Low_Revenue,Adult,January,Saturday,Low_Spender
Ord100200,2025-02-24,Cust2953,Customer_435,41,Female,Kolkata,Rice,Grocery,8,27608.55,220868.4,2025,2,24,High_Revenue,Adult,February,Monday,High_Spender
Ord100201,2025-12-23,Cust2779,Customer_336,44,Female,Patna,Rice,Grocery,7,25521.26,178648.82,2025,12,23,High_Revenue,Adult,December,Tuesday,Medium_Spender
Ord100202,2025-02-26,Cust6564,Customer_216,59,Female,Patna,Mobile,Electronics,4,35658.89,142635.56,2025,2,26,Medium_Revenue,Senior,February,Wednesday,Medium_Spender
Ord100203,2025-03-10,Cust4996,Customer_449,61,Female,Hyderabad,Laptop,Electronics,8,18088.02,144704.16,2025,3,10,Medium_Revenue,Senior,March,Monday,High_Spender
Ord100204,2025-12-16,Cust2428,Customer_127,52,Female,Mumbai,Book,Education,3,16041.29,48123.87,2025,12,16,Low_Revenue,Adult,December,Tuesday,Low_Spender
Ord100205,2025-02-26,Cust2448,Customer_444,59,Female,Kolkata,Chair,Furniture,9,16533.74,148803.66,2025,2,26,Medium_Revenue,Senior,February,Wednesday,Medium_Spender
Ord100206,2025-03-09,Cust1049,Customer_243,55,Female,Hyderabad,Book,Education,1,16714.64,16714.64,2025,3,9,Low_Revenue,Adult,March,Sunday,Low_Spender
Ord100207,2025-08-30,Cust9728,Customer_338,45,Male,Gaya,Rice,Grocery,4,46356.08,185424.32,2025,8,30,High_Revenue,Adult,August,Saturday,High_Spender
Ord100208,2025-02-25,Cust6932,Customer_304,31,Male,Kolkata,Shoes,Fashion,8,2636.28,21090.24,2025,2,25,Low_Revenue,Young Adult,February,Tuesday,Low_Spender
Ord100209,2025-04-05,Cust9159,Customer_12,40,Female,Kolkata,Mobile,Electronics,6,34808.76,208852.56,2025,4,5,High_Revenue,Adult,April,Saturday,High_Spender
Ord100210,2025-08-25,Cust6518,Customer_410,44,Female,Hyderabad,Shoes,Fashion,10,17713.87,177138.7,2025,8,25,High_Revenue,Adult,August,Monday,Medium_Spender
Ord100211,2025-04-16,Cust4756,Customer_15,55,Female,Bengaluru,Book,Education,3,4421.33,13263.99,2025,4,16,Low_Revenue,Adult,April,Wednesday,Low_Spender
Ord100212,2025-04-10,Cust7659,Customer_445,20,Male,Patna,Chair,Furniture,1,49067.82,49067.82,2025,4,10,Low_Revenue,Young Adult,April,Thursday,Low_Spender
Ord100213,2025-11-09,Cust6727,Customer_452,34,Female,Mumbai,Mobile,Electronics,6,18644.18,111865.08,2025,11,9,Medium_Revenue,Young Adult,November,Sunday,Medium_Spender
Ord100214,2025-08-25,Cust8049,Customer_384,37,Female,Delhi,Laptop,Electronics,9,14462.81,130165.29,2025,8,25,Medium_Revenue,Adult,August,Monday,Medium_Spender
Ord100215,2025-07-18,Cust4705,Customer_53,43,Female,Hyderabad,Shoes,Fashion,1,29838.32,29838.32,2025,7,18,Low_Revenue,Adult,July,Friday,Low_Spender
Ord100216,2025-03-20,Cust5355,Customer_108,23,Male,Delhi,Rice,Grocery,5,9508.4,47542.0,2025,3,20,Low_Revenue,Young Adult,March,Thursday,Low_Spender
Ord100217,2025-03-23,Cust3186,Customer_412,60,Female,Delhi,Mobile,Electronics,4,39054.95,156219.8,2025,3,23,Medium_Revenue,Senior,March,Sunday,Medium_Spender
Ord100218,2025-10-07,Cust1822,Customer_174,39,Male,Kolkata,Mobile,Electronics,6,20308.85,121853.1,2025,10,7,Medium_Revenue,Adult,October,Tuesday,Medium_Spender
Ord100219,2025-01-13,Cust9645,Customer_341,25,Female,Hyderabad,Rice,Grocery,4,15549.95,62199.8,2025,1,13,Low_Revenue,Young Adult,January,Monday,Medium_Spender
Ord100220,2025-09-14,Cust2997,Customer_181,23,Female,Hyderabad,Laptop,Electronics,1,34192.3,34192.3,2025,9,14,Low_Revenue,Young Adult,September,Sunday,Low_Spender
Ord100221,2025-04-27,Cust2088,Customer_382,65,Female,Hyderabad,Book,Education,2,12214.1,24428.2,2025,4,27,Low_Revenue,Senior,April,Sunday,Low_Spender
Ord100222,2025-07-13,Cust1711,Customer_36,20,Female,Bengaluru,Shoes,Fashion,10,49086.64,490866.4,2025,7,13,High_Revenue,Young Adult,July,Sunday,High_Spender
Ord100223,2025-01-10,Cust9840,Customer_347,38,Female,Bengaluru,Mobile,Electronics,8,20404.62,163236.96,2025,1,10,High_Revenue,Adult,January,Friday,Medium_Spender
Ord100224,2025-12-06,Cust7613,Customer_432,22,Male,Mumbai,Laptop,Electronics,8,49347.28,394778.24,2025,12,6,High_Revenue,Young Adult,December,Saturday,High_Spender
Ord100225,2025-12-07,Cust1443,Customer_315,37,Female,Patna,Rice,Grocery,1,25336.7,25336.7,2025,12,7,Low_Revenue,Adult,December,Sunday,Low_Spender
Ord100226,2025-02-08,Cust9319,Customer_434,54,Female,Pune,Rice,Grocery,5,7361.11,36805.55,2025,2,8,Low_Revenue,Adult,February,Saturday,Low_Spender
Ord100227,2025-04-07,Cust6773,Customer_200,22,Male,Hyderabad,Laptop,Electronics,4,33205.94,132823.76,2025,4,7,Medium_Revenue,Young Adult,April,Monday,Medium_Spender
Ord100228,2025-06-19,Cust5214,Customer_142,63,Female,Patna,Chair,Furniture,4,21609.52,86438.08,2025,6,19,Medium_Revenue,Senior,June,Thursday,Medium_Spender
Ord100229,2025-07-08,Cust3618,Customer_131,28,Male,Pune,Laptop,Electronics,10,33072.39,330723.9,2025,7,8,High_Revenue,Young Adult,July,Tuesday,High_Spender
Ord100230,2025-11-01,Cust3668,Customer_415,63,Male,Patna,Mobile,Electronics,6,46679.69,280078.14,2025,11,1,High_Revenue,Senior,November,Saturday,High_Spender
Ord100231,2025-05-16,Cust7315,Customer_283,45,Female,Mumbai,Book,Education,3,17931.34,53794.02,2025,5,16,Low_Revenue,Adult,May,Friday,Low_Spender
Ord100232,2025-04-11,Cust9158,Customer_297,61,Male,Gaya,Chair,Furniture,4,5518.32,22073.28,2025,4,11,Low_Revenue,Senior,April,Friday,Low_Spender
Ord100233,2025-06-21,Cust6522,Customer_468,61,Male,Mumbai,Book,Education,7,15331.09,107317.63,2025,6,21,Medium_Revenue,Senior,June,Saturday,Medium_Spender
Ord100234,2025-09-05,Cust3760,Customer_360,63,Female,Bengaluru,Shoes,Fashion,1,41626.11,41626.11,2025,9,5,Low_Revenue,Senior,September,Friday,Low_Spender
Ord100235,2025-10-22,Cust5079,Customer_348,41,Female,Bengaluru,Chair,Furniture,8,33479.62,267836.96,2025,10,22,High_Revenue,Adult,October,Wednesday,High_Spender
Ord100236,2025-05-19,Cust6082,Customer_301,62,Male,Mumbai,Laptop,Electronics,9,44135.66,397220.94,2025,5,19,High_Revenue,Senior,May,Monday,High_Spender
Ord100237,2025-06-25,Cust8311,Customer_225,32,Male,Bengaluru,Mobile,Electronics,10,4504.89,45048.9,2025,6,25,Low_Revenue,Young Adult,June,Wednesday,Low_Spender
Ord100238,2025-02-04,Cust5945,Customer_49,40,Female,Kolkata,Shoes,Fashion,7,28710.98,200976.86,2025,2,4,High_Revenue,Adult,February,Tuesday,High_Spender
Ord100239,2025-02-23,Cust9191,Customer_323,38,Male,Hyderabad,Book,Education,6,25562.3,153373.8,2025,2,23,Medium_Revenue,Adult,February,Sunday,Medium_Spender
Ord100050,2025-03-01,Cust8467,Customer_104,23,Male,Bengaluru,Book,Education,3,2860.83,8582.49,2025,3,1,Low_Revenue,Young Adult,March,Saturday,Low_Spender
Ord100241,2025-02-12,Cust1197,Customer_419,36,Male,Pune,Book,Education,4,1486.03,5944.12,2025,2,12,Low_Revenue,Adult,February,Wednesday,Low_Spender
Ord100242,2025-12-22,Cust6111,Customer_204,34,Female,Hyderabad,Laptop,Electronics,8,4159.17,33273.36,2025,12,22,Low_Revenue,Young Adult,December,Monday,Medium_Spender
Ord100243,2025-05-04,Cust1367,Customer_48,21,Female,Bengaluru,Book,Education,7,6218.47,43529.29,2025,5,4,Low_Revenue,Young Adult,May,Sunday,Low_Spender
Ord100244,2025-03-27,Cust6584,Customer_449,21,Male,Mumbai,Mobile,Electronics,10,29646.26,296462.6,2025,3,27,High_Revenue,Young Adult,March,Thursday,High_Spender
Ord100245,2025-09-21,Cust2862,Customer_122,25,Male,Bengaluru,Rice,Grocery,7,10674.88,74724.16,2025,9,21,Medium_Revenue,Young Adult,September,Sunday,Low_Spender
Ord100246,2025-05-31,Cust4094,Customer_382,51,Male,Hyderabad,Rice,Grocery,4,44577.29,178309.16,2025,5,31,High_Revenue,Adult,May,Saturday,Medium_Spender
Ord100247,2025-09-17,Cust5129,Customer_404,54,Male,Bengaluru,Book,Education,6,36587.03,219522.18,2025,9,17,High_Revenue,Adult,September,Wednesday,High_Spender
Ord100248,2025-02-09,Cust4629,Customer_167,40,Female,Patna,Mobile,Electronics,3,25277.79,75833.37,2025,2,9,Medium_Revenue,Adult,February,Sunday,Medium_Spender
Ord100249,2025-01-23,Cust5454,Customer_368,19,Female,Hyderabad,Chair,Furniture,10,30855.5,308555.0,2025,1,23,High_Revenue,Young Adult,January,Thursday,High_Spender
Ord100250,2025-12-20,Cust3169,Customer_138,41,Female,Delhi,Mobile,Electronics,7,19829.73,138808.11,2025,12,20,Medium_Revenue,Adult,December,Saturday,Medium_Spender
Ord100251,2025-04-02,Cust9047,Customer_363,42,Male,Patna,Laptop,Electronics,7,46461.17,325228.19,2025,4,2,High_Revenue,Adult,April,Wednesday,High_Spender
Ord100252,2025-08-28,Cust9097,Customer_384,26,Male,Hyderabad,Book,Education,2,32168.36,64336.72,2025,8,28,Low_Revenue,Young Adult,August,Thursday,Low_Spender
Ord100253,2025-04-16,Cust2006,Customer_131,50,Male,Kolkata,Book,Education,2,1655.36,3310.72,2025,4,16,Low_Revenue,Adult,April,Wednesday,Low_Spender
Ord100254,2025-08-17,Cust5418,Customer_491,41,Female,Kolkata,Book,Education,4,44463.18,177852.72,2025,8,17,High_Revenue,Adult,August,Sunday,Medium_Spender
Ord100255,2025-05-02,Cust8067,Customer_283,47,Female,Patna,Chair,Furniture,6,43576.14,261456.84,2025,5,2,High_Revenue,Adult,May,Friday,High_Spender
Ord100256,2025-05-03,Cust3080,Customer_378,41,Female,Pune,Chair,Furniture,1,43789.89,43789.89,2025,5,3,Low_Revenue,Adult,May,Saturday,Low_Spender
Ord100257,2025-12-15,Cust6728,Customer_413,64,Male,Bengaluru,Mobile,Electronics,1,34757.71,34757.71,2025,12,15,Low_Revenue,Senior,December,Monday,Low_Spender
Ord100258,2025-09-10,Cust7801,Customer_150,41,Male,Pune,Chair,Furniture,7,6196.22,43373.54,2025,9,10,Low_Revenue,Adult,September,Wednesday,Low_Spender
Ord100259,2025-06-18,Cust4686,Customer_473,27,Male,Pune,Rice,Grocery,8,36364.84,290918.72,2025,6,18,High_Revenue,Young Adult,June,Wednesday,High_Spender
Ord100260,2025-01-20,Cust6345,Customer_420,32,Male,Hyderabad,Chair,Furniture,3,15948.34,47845.02,2025,1,20,Low_Revenue,Young Adult,January,Monday,Medium_Spender
Ord100261,2025-07-09,Cust6927,Customer_165,23,Male,Gaya,Chair,Furniture,5,17292.4,86462.0,2025,7,9,Medium_Revenue,Young Adult,July,Wednesday,Medium_Spender
Ord100262,2025-10-28,Cust8686,Customer_404,56,Female,Patna,Chair,Furniture,6,29255.02,175530.12,2025,10,28,High_Revenue,Senior,October,Tuesday,Medium_Spender
Ord100263,2025-06-22,Cust6585,Customer_214,21,Male,Hyderabad,Rice,Grocery,4,25906.46,103625.84,2025,6,22,Medium_Revenue,Young Adult,June,Sunday,Medium_Spender
Ord100264,2025-04-18,Cust7176,Customer_434,33,Male,Bengaluru,Chair,Furniture,9,6110.1,54990.9,2025,4,18,Low_Revenue,Young Adult,April,Friday,Low_Spender
Ord100265,2025-05-04,Cust9233,Customer_485,35,Male,Hyderabad,Chair,Furniture,10,36331.75,363317.5,2025,5,4,High_Revenue,Young Adult,May,Sunday,High_Spender
Ord100266,2025-11-26,Cust7501,Customer_2,40,Female,Gaya,Rice,Grocery,8,6459.95,51679.6,2025,11,26,Low_Revenue,Adult,November,Wednesday,Low_Spender
Ord100267,2025-05-06,Cust7082,Customer_492,21,Female,Bengaluru,Book,Education,4,25164.5,100658.0,2025,5,6,Medium_Revenue,Young Adult,May,Tuesday,Medium_Spender
Ord100268,2025-04-04,Cust2463,Customer_390,25,Male,Bengaluru,Laptop,Electronics,5,49665.71,248328.55,2025,4,4,High_Revenue,Young Adult,April,Friday,High_Spender
Ord100269,2025-08-01,Cust1662,Customer_365,31,Female,Pune,Book,Education,7,13789.53,96526.71,2025,8,1,Medium_Revenue,Young Adult,August,Friday,Medium_Spender
Ord100270,2025-10-25,Cust7413,Customer_4,54,Male,Kolkata,Laptop,Electronics,5,16404.25,82021.25,2025,10,25,Medium_Revenue,Adult,October,Saturday,Medium_Spender
Ord100271,2025-12-26,Cust1994,Customer_390,48,Male,Pune,Book,Education,3,32373.88,97121.64,2025,12,26,Medium_Revenue,Adult,December,Friday,High_Spender
Ord100272,2025-08-03,Cust6173,Customer_51,22,Male,Pune,Mobile,Electronics,7,21466.96,150268.72,2025,8,3,Medium_Revenue,Young Adult,August,Sunday,Medium_Spender
Ord100273,2025-01-10,Cust7374,Customer_375,62,Female,Patna,Book,Education,5,47201.84,236009.2,2025,1,10,High_Revenue,Senior,January,Friday,High_Spender
Ord100274,2025-09-11,Cust4737,Customer_367,22,Female,Patna,Book,Education,5,36171.66,180858.3,2025,9,11,High_Revenue,Young Adult,September,Thursday,Medium_Spender
Ord100275,2025-06-07,Cust3689,Customer_335,34,Female,Patna,Laptop,Electronics,8,47311.77,378494.16,2025,6,7,High_Revenue,Young Adult,June,Saturday,High_Spender
Ord100276,2025-09-06,Cust6444,Customer_251,23,Female,Mumbai,Book,Education,9,28865.26,259787.34,2025,9,6,High_Revenue,Young Adult,September,Saturday,High_Spender
Ord100277,2025-09-13,Cust2152,Customer_99,63,Female,Bengaluru,Mobile,Electronics,2,48433.7,96867.4,2025,9,13,Medium_Revenue,Senior,September,Saturday,Medium_Spender
Ord100278,2025-09-14,Cust1636,Customer_243,63,Female,Patna,Chair,Furniture,7,7528.42,52698.94,2025,9,14,Low_Revenue,Senior,September,Sunday,Low_Spender
Ord100279,2025-09-30,Cust3341,Customer_263,54,Male,Gaya,Mobile,Electronics,4,46629.93,186519.72,2025,9,30,High_Revenue,Adult,September,Tuesday,High_Spender
Ord100280,2025-08-19,Cust1463,Customer_397,21,Female,Bengaluru,Shoes,Fashion,3,32403.32,97209.96,2025,8,19,Medium_Revenue,Young Adult,August,Tuesday,Medium_Spender
Ord100281,2025-12-26,Cust3877,Customer_133,18,Male,Delhi,Mobile,Electronics,6,14220.63,85323.78,2025,12,26,Medium_Revenue,Youth,December,Friday,Medium_Spender
Ord100282,2025-12-28,Cust6407,Customer_157,26,Female,Delhi,Laptop,Electronics,6,5810.2,34861.2,2025,12,28,Low_Revenue,Young Adult,December,Sunday,High_Spender
Ord100283,2025-01-09,Cust4381,Customer_324,39,Female,Kolkata,Laptop,Electronics,6,22627.46,135764.76,2025,1,9,Medium_Revenue,Adult,January,Thursday,Medium_Spender
Ord100284,2025-05-09,Cust5097,Customer_302,65,Female,Mumbai,Mobile,Electronics,9,20619.08,185571.72,2025,5,9,High_Revenue,Senior,May,Friday,High_Spender
Ord100285,2025-10-17,Cust9910,Customer_110,18,Male,Hyderabad,Shoes,Fashion,2,45034.12,90068.24,2025,10,17,Medium_Revenue,Youth,October,Friday,Medium_Spender
Ord100286,2025-10-23,Cust7806,Customer_4,64,Female,Hyderabad,Rice,Grocery,2,40768.5,81537.0,2025,10,23,Medium_Revenue,Senior,October,Thursday,Medium_Spender
Ord100287,2025-01-11,Cust8105,Customer_385,52,Male,Delhi,Mobile,Electronics,3,35888.63,107665.89,2025,1,11,Medium_Revenue,Adult,January,Saturday,Medium_Spender
Ord100288,2025-11-04,Cust6002,Customer_83,46,Male,Delhi,Laptop,Electronics,9,23875.09,214875.81,2025,11,4,High_Revenue,Adult,November,Tuesday,High_Spender
Ord100289,2025-11-07,Cust1334,Customer_364,31,Male,Kolkata,Shoes,Fashion,2,17100.29,34200.58,2025,11,7,Low_Revenue,Young Adult,November,Friday,Low_Spender
Ord100290,2025-04-06,Cust9248,Customer_451,51,Male,Mumbai,Chair,Furniture,7,15202.84,106419.88,2025,4,6,Medium_Revenue,Adult,April,Sunday,Medium_Spender
Ord100291,2025-08-31,Cust7152,Customer_423,22,Female,Patna,Mobile,Electronics,6,17696.96,106181.76,2025,8,31,Medium_Revenue,Young Adult,August,Sunday,Medium_Spender
Ord100292,2025-02-20,Cust8650,Customer_384,23,Male,Gaya,Rice,Grocery,6,13138.1,78828.6,2025,2,20,Medium_Revenue,Young Adult,February,Thursday,Medium_Spender
Ord100293,2025-04-16,Cust9284,Customer_212,44,Female,Kolkata,Book,Education,5,3842.06,19210.3,2025,4,16,Low_Revenue,Adult,April,Wednesday,Low_Spender
Ord100294,2025-03-02,Cust4169,Customer_307,41,Female,Hyderabad,Rice,Grocery,4,6495.5,25982.0,2025,3,2,Low_Revenue,Adult,March,Sunday,Low_Spender
Ord100295,2025-05-04,Cust3464,Customer_1,18,Female,Bengaluru,Book,Education,4,43207.48,172829.92,2025,5,4,High_Revenue,Youth,May,Sunday,Medium_Spender
Ord100296,2025-07-04,Cust8294,Customer_103,30,Female,Hyderabad,Book,Education,4,49876.67,199506.68,2025,7,4,High_Revenue,Young Adult,July,Friday,High_Spender
Ord100297,2025-11-18,Cust4845,Customer_401,18,Male,Mumbai,Chair,Furniture,1,2599.12,2599.12,2025,11,18,Low_Revenue,Youth,November,Tuesday,Low_Spender
Ord100298,2025-07-28,Cust6538,Customer_365,37,Female,Pune,Mobile,Electronics,4,6652.95,26611.8,2025,7,28,Low_Revenue,Adult,July,Monday,Low_Spender
Ord100299,2025-03-25,Cust6028,Customer_58,39,Male,Delhi,Laptop,Electronics,4,20533.23,82132.92,2025,3,25,Medium_Revenue,Adult,March,Tuesday,Medium_Spender
Ord100300,2025-07-01,Cust7944,Customer_282,41,Male,Patna,Chair,Furniture,6,28595.31,171571.86,2025,7,1,High_Revenue,Adult,July,Tuesday,Medium_Spender
Ord100301,2025-09-12,Cust5406,Customer_164,30,Male,Kolkata,Mobile,Electronics,5,9509.13,47545.65,2025,9,12,Low_Revenue,Young Adult,September,Friday,Low_Spender
Ord100302,2025-08-09,Cust9552,Customer_340,30,Male,Patna,Chair,Furniture,7,1106.55,7745.85,2025,8,9,Low_Revenue,Young Adult,August,Saturday,Low_Spender
Ord100303,2025-03-27,Cust3059,Customer_104,36,Male,Patna,Shoes,Fashion,6,39075.07,234450.42,2025,3,27,High_Revenue,Adult,March,Thursday,High_Spender
Ord100304,2025-07-06,Cust1183,Customer_189,20,Female,Gaya,Chair,Furniture,7,7046.4,49324.8,2025,7,6,Low_Revenue,Young Adult,July,Sunday,Low_Spender
Ord100305,2025-08-27,Cust1088,Customer_1,40,Male,Patna,Shoes,Fashion,5,40763.95,203819.75,2025,8,27,High_Revenue,Adult,August,Wednesday,High_Spender
Ord100306,2025-08-02,Cust8195,Customer_388,52,Female,Patna,Shoes,Fashion,1,3727.43,3727.43,2025,8,2,Low_Revenue,Adult,August,Saturday,Low_Spender
